"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours"
"Wendel Clark's Classic Grill and Sports Lounge (370 Dundas Street E)","Wendel Clark's Classic Grill and Sports Lounge","370 Dundas Street E","Oakville","ON","L6H",43.4889746,-79.7182607,2,6,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True'}","Burgers, Nightlife, Restaurants, Steakhouses, Sports Bars, Bars","{'Monday': '16:0-1:0', 'Tuesday': '16:0-1:0', 'Wednesday': '16:0-1:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-2:0'}"
"Moxie's Grill & Bar (215 300 Borough Drive)","Moxie's Grill & Bar","215 300 Borough Drive","Scarborough","ON","M1P 4P5",43.7767555,-79.2590081,3,92,1,"{'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, Steakhouses, Nightlife, Bars, Lounges, Canadian (New), American (Traditional)","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-23:0'}"
"Bolero (6920 MacLeod Trail S)","Bolero","6920 MacLeod Trail S","Calgary","AB","T2H 0L3",50.9921485,-114.070811,3.5,77,1,"{'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Barbeque, Brazilian, Buffets, Restaurants, Steakhouses","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:30-21:0'}"
"Parker's Grille & Tavern (32858 Walker Rd)","Parker's Grille & Tavern","32858 Walker Rd","Avon Lake","OH","44012",41.495123,-82.0222371,4,76,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'WiFi': ""'free'""}","American (Traditional), Restaurants, Steakhouses","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-21:0'}"
"Wasabi Japanese Steak House (150 W Montrose Ave)","Wasabi Japanese Steak House","150 W Montrose Ave","Akron","OH","44321",41.1305113,-81.6543561,3.5,115,1,"{'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Steakhouses, Japanese, Restaurants","{'Monday': '16:30-22:30', 'Tuesday': '16:30-22:30', 'Wednesday': '16:30-22:30', 'Thursday': '16:30-22:30', 'Friday': '16:30-23:0', 'Saturday': '14:0-23:0', 'Sunday': '12:0-21:0'}"
"The Wrangler (2140 N Las Vegas Blvd)","The Wrangler","2140 N Las Vegas Blvd","North Las Vegas","NV","89030",36.1987103,-115.1237903,4,13,1,"{'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'WheelchairAccessible': 'True', 'WiFi': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': 'None', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True'}","Breakfast & Brunch, Soul Food, Sandwiches, Cajun/Creole, Steakhouses, Restaurants","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-23:30', 'Saturday': '8:0-23:30', 'Sunday': '8:0-22:0'}"
"OMO Teppan and Kitchen (5222 Macleod Trail SW)","OMO Teppan and Kitchen","5222 Macleod Trail SW","Calgary","AB","T2H 0J2",51.007792,-114.067885,4,23,1,"{'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'WiFi': ""u'free'"", 'HasTV': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'DogsAllowed': 'True'}","Tapas/Small Plates, Restaurants, Japanese, Steakhouses, Sushi Bars","{'Monday': '16:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-22:0'}"
"Hokkaido Teppanyaki Steak House (3555 S Town Center Dr, Ste 101)","Hokkaido Teppanyaki Steak House","3555 S Town Center Dr, Ste 101","Las Vegas","NV","89135",36.1248839,-115.3250841,4,182,1,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True'}","Steakhouses, Teppanyaki, Seafood, Bars, Japanese, Sushi Bars, Nightlife, Lounges, Restaurants","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
"Lone Star Steakhouse (6111 Mountain View Rd)","Lone Star Steakhouse","6111 Mountain View Rd","West Mifflin","PA","15122",40.3502247038,-79.9411557,3,20,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'GoodForKids': 'True', 'HasTV': 'True'}","American (Traditional), Steakhouses, Restaurants, Seafood","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
"Fire Grill (3500 Boulevard de la Côte Vertu)","Fire Grill","3500 Boulevard de la Côte Vertu","Saint-Laurent","QC","H4R 1P8",45.4937999547,-73.7043952833,3,29,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'""}","Seafood, Restaurants, American (Traditional), Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-22:0'}"
"Lakeside Grill Estrella (17665 W Elliot Rd)","Lakeside Grill Estrella","17665 W Elliot Rd","Goodyear","AZ","85338",33.3552153,-112.4298449,5,11,1,"{'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True'}","Restaurants, Burgers, Mediterranean, Steakhouses, Breakfast & Brunch, Food, Beer, Wine & Spirits, Gluten-Free, American (New), American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '8:30-21:0', 'Sunday': '8:30-13:0'}"
"Yellowtail Sushi & Steak (18255 N 83rd Ave)","Yellowtail Sushi & Steak","18255 N 83rd Ave","Glendale","AZ","85308",33.6464133,-112.2365732,4,215,1,"{'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Steakhouses, Sushi Bars, Restaurants, Bars, Nightlife","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-22:0'}"
"Ben & Jack's Steakhouse (4180 Drinkwater)","Ben & Jack's Steakhouse","4180 Drinkwater","Scottsdale","AZ","85251",33.4959382,-111.9221449,3,49,0,"{'RestaurantsPriceRange2': '3', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': True, 'casual': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'dressy'"", 'GoodForKids': 'False', 'Caters': 'False'}","Steakhouses, Restaurants","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:30', 'Saturday': '16:0-22:30', 'Sunday': '16:0-22:0'}"
"Toko Japanese Steak House (1855 State Route 59)","Toko Japanese Steak House","1855 State Route 59","Kent","OH","44240",41.1554880172,-81.3269842509,3.5,54,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True'}","Steakhouses, Restaurants, Asian Fusion, Japanese, Ramen","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
"Affy's Premium Grill (2283 Argentia Road)","Affy's Premium Grill","2283 Argentia Road","Mississauga","ON","L5N 2X7",43.5987595,-79.7470602,2.5,67,1,"{'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Restaurants, Steakhouses, Canadian (New), Halal",""
"Carvers Steaks & Chops (8258 W Thunderbird Rd, Ste 206)","Carvers Steaks & Chops","8258 W Thunderbird Rd, Ste 206","Peoria","AZ","85381",33.6100313,-112.2356244,3,14,0,"{'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}""}","Steakhouses, Restaurants",""
"Archi's Thai Kitchen (6360 W Flamingo Rd)","Archi's Thai Kitchen","6360 W Flamingo Rd","Las Vegas","NV","89103",36.1148045,-115.2309225,4,412,1,"{'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False'}","Steakhouses, Restaurants, Thai","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
"Steaks R US (3655 E Southern Ave)","Steaks R US","3655 E Southern Ave","Mesa","AZ","85206",33.3922795,-111.7525453,2.5,4,0,"{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Steakhouses, Restaurants",""
"Towne380 (380 Boulevard Saint-Martin Ouest)","Towne380","380 Boulevard Saint-Martin Ouest","Laval","QC","H7M 3Y8",45.5772398,-73.7104039,3,11,1,"{'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'False', 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Nightlife, Restaurants, Steakhouses, Bars, Modern European, Seafood, Lounges, Wine Bars","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '17:0-23:0'}"
"Steak House Village (1302 Rue Sainte-Catherine E)","Steak House Village","1302 Rue Sainte-Catherine E","Montréal","QC","H2L 2H5",45.5193033,-73.555246,3,16,1,"{'OutdoorSeating': 'True', 'HasTV': 'False', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '4'}","Steakhouses, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '16:0-22:0'}"
"L'Atelier d'Argentine (355 Rue Marguerite d'Youville)","L'Atelier d'Argentine","355 Rue Marguerite d'Youville","Montréal","QC","H2Y 2C4",45.5000326,-73.5537952,3.5,86,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'GoodForKids': 'False', 'Caters': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '3', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'dressy'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'""}","Latin American, Argentine, Breakfast & Brunch, Restaurants, Steakhouses","{'Monday': '12:0-22:0', 'Tuesday': '12:0-1:0', 'Wednesday': '12:0-1:0', 'Thursday': '12:0-1:0', 'Friday': '12:0-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-22:0'}"
"LongHorn Steakhouse (8115 Old Mallard Creek Rd)","LongHorn Steakhouse","8115 Old Mallard Creek Rd","Charlotte","NC","28262",35.3174783,-80.7783761,3.5,68,1,"{'OutdoorSeating': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Barbeque, Steakhouses, American (Traditional), Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
"Ichi Ban Japanese Restaurant (9897 W McDowell Rd)","Ichi Ban Japanese Restaurant","9897 W McDowell Rd","Tolleson","AZ","85353",33.464277,-112.269802,2,61,0,"{'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'BikeParking': 'False', 'WiFi': ""u'no'""}","Japanese, Steakhouses, Restaurants, Sushi Bars","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '13:0-21:30'}"
